식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D202-110000000-0099,케이크_레몬 마스카포네 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,225,,4.17,,,,20.83,,,,,,71,,,,,,,,,,3.85,,3,식품의약품안전처,96g,이디야,2,수집,2022-07-08,2024-04-16,1471000,식품의약품안전처
D202-110000000-0100,케이크_레몬 슈가 파운드 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,431,,5.6,21.6,,54.4,35.2,,,,,,172,,,,,,,,,76,12,0.28,3,식품의약품안전처,125g,공차,2,수집,2022-06-22,2024-04-16,1471000,식품의약품안전처
D202-110000000-0101,케이크_레몬 파운드 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,404,,4,,,,21.6,,,,,,97,,,,,,,,,,0.72,,3,식품의약품안전처,125g,토프레소,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0102,케이크_레몬치즈 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,375,,6.88,,,,18.13,,,,,,187,,,,,,,,,,18.75,,3,식품의약품안전처,160g,롤링핀,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0103,케이크_레이어 초코 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,364,,4.35,,,,15.22,,,,,,71,,,,,,,,,,16.3,,3,식품의약품안전처,92g,파스쿠찌,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0067,케이크_딸기쉬폰 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,348,,5,,,,21,,,,,,128,,,,,,,,,,14,,3,식품의약품안전처,530g,따삐오,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0068,케이크_딸기요거생크림 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,237,,2.63,,,,21.93,,,,,,39,,,,,,,,,,7.02,,3,식품의약품안전처,114g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0069,케이크_딸기요거생크림 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,237,,2.9,,,,20.31,,,,,,38,,,,,,,,,,7.18,,3,식품의약품안전처,655g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0070,케이크_딸기우유생크림 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,275,,3.33,,,,15,,,,,,75,,,,,,,,,,10.83,,3,식품의약품안전처,120g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0071,케이크_딸기크레이프 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,239,,4.8,,,,14.3,,,,,,40,,,,,,,,,,8.5,,3,식품의약품안전처,700g,롤링핀,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0072,케이크_딸기티라미수 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,265,,1.77,,,,22.57,,,,,,85,,,,,,,,,,5.75,,3,식품의약품안전처,113g,망원동티라미수,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0073,케이크_딸기포레누아 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,311,,4.38,,,33.13,18.75,,,,,,69,,,,,,,,,,8.75,,3,식품의약품안전처,160g,엔제리너스,2,수집,2022-06-27,2024-04-16,1471000,식품의약품안전처
D202-110000000-0074,케이크_떠먹는 유자 티라미수 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,274,,3.5,,,,12.3,,,,,,132,,,,,,,,,,10.6,,3,식품의약품안전처,100g,메가커피,2,수집,2022-07-06,2024-04-16,1471000,식품의약품안전처
D202-110000000-0075,케이크_떠먹는 커피쿠키 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,340,,3.96,,,,10.89,,,,,,135,,,,,,,,,,16.83,,3,식품의약품안전처,101g,메가커피,2,수집,2022-07-06,2024-04-16,1471000,식품의약품안전처
D202-110000000-0076,케이크_떠먹는 쿠키앤크림 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,271,,2.97,,,,14.85,,,,,,198,,,,,,,,,,10.89,,3,식품의약품안전처,101g,메가커피,2,수집,2022-07-06,2024-04-16,1471000,식품의약품안전처
D202-110000000-0077,케이크_떠먹는 티라미수 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,314,,4.26,,,,8.91,,,,,,123,,,,,,,,,,18.02,,3,식품의약품안전처,101g,메가커피,2,수집,2022-07-06,2024-04-16,1471000,식품의약품안전처
D202-110000000-0078,케이크_떠먹는 티라미수 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,263,,2.67,,,,21.33,,,,,,70,,,,,,,,,,9.33,,3,식품의약품안전처,150g,이디야,2,수집,2022-07-08,2024-04-16,1471000,식품의약품안전처
D202-110000000-0079,케이크_떠먹는 티라미수 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,262,,3.23,,,,16.77,,,,,,151,,,,,,,,,,12.9,,3,식품의약품안전처,155g,토프레소,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0080,케이크_떠먹는고구마밀크생크림 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,250,,4.4,,,,26.37,,,,,,55,,,,,,,,,,2.75,,3,식품의약품안전처,182g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0081,케이크_떠먹는딸기레어치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,279,,4.29,,,,20.86,,,,,,110,,,,,,,,,,9.2,,3,식품의약품안전처,163g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0082,케이크_떠먹는블루베리요거트생크림 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,265,,3.24,,,,17.84,,,,,,65,,,,,,,,,,10.81,,3,식품의약품안전처,185g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0083,케이크_떠먹는스트로베리초콜릿생크림 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,289,,3.76,,,,17.37,,,,,,80,,,,,,,,,,11.27,,3,식품의약품안전처,213g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0084,케이크_떠먹는아이스박스 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,339,,3.68,,,,16.84,,,,,,174,,,,,,,,,,15.79,,3,식품의약품안전처,190g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D507-309060000-0001,김치찜_돼지고기,D,음식,5,초등학교급식(재료량 기반 산출 함량),07,찜류,07309,김치찜,0730906,돼지고기,073090600,해당없음,00,해당없음,100ml,82,,5.8,5,,3.17,1.36,0.9,16,0.4,66,163,193,10,2,102,0.185,0.088,1.18,1.76,0.09,20.89,1.51,,3,식품의약품안전처,170ml,해당없음,3,산출,2022-11-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0049,케이크_더스퀘어 고구마 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,210,,4,,,,9.33,,,,,,63,,,,,,,,,,4,,3,식품의약품안전처,150g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0050,케이크_더스퀘어 딸기요거트 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,206,,2.5,,,,17.5,,,,,,38,,,,,,,,,,5.63,,3,식품의약품안전처,160g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0051,케이크_더스퀘어 딸기우유생크림 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,183,,2,,,,11.33,,,,,,23,,,,,,,,,,0.47,,3,식품의약품안전처,150g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0052,케이크_더스퀘어 딸기초코생크림 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,271,,2.86,,,,12.86,,,,,,18,,,,,,,,,,3.57,,3,식품의약품안전처,140g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0053,케이크_더스퀘어 라떼아트 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,363,,4.17,,,,14.17,,,,,,25,,,,,,,,,,4.17,,3,식품의약품안전처,120g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0054,케이크_더스퀘어 순수(秀)우유 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,300,,4.55,,,,13.64,,,,,,86,,,,,,,,,,7.27,,3,식품의약품안전처,110g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0055,케이크_데블스 초코 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,425,,5,,,,26,,,,,,110,,,,,,,,,,17,,3,식품의약품안전처,100g,이디야,2,수집,2022-07-08,2024-04-16,1471000,식품의약품안전처
D202-110000000-0056,케이크_돌체티라미수 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,274,,4.62,,,,22.31,,,,,,126,,,,,,,,,,10,,3,식품의약품안전처,130g,커피에반하다,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0057,케이크_듀얼 치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,330,,7.06,,,,13.96,,,,,,220,,,,,,,,,,11.2,,3,식품의약품안전처,652g,파스쿠찌,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0058,케이크_듬뿍생딸기생크림 케이크 (12CM),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,265,,3,18,,24,21,,,,,,55,,,,,,,,,65,12,0,3,식품의약품안전처,470g,파리바게뜨,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-110000000-0059,케이크_듬뿍생딸기생크림 케이크 (15CM),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,265,,3,17,,25,22,,,,,,60,,,,,,,,,65,11,0,3,식품의약품안전처,610g,파리바게뜨,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-110000000-0060,케이크_딸기 크레이프 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,223,,2.86,,,,9.52,,,,,,66,,,,,,,,,,5.71,,3,식품의약품안전처,105g,커피에반하다,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0061,케이크_딸기&치즈 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,275,,4,18,,25,13,,,,,,115,,,,,,,,,80,7,0.35,3,식품의약품안전처,100g,파리바게뜨,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-110000000-0062,케이크_딸기모찌 롤케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,309,,1.82,,,,6.36,,,,,,28,,,,,,,,,,4.55,,3,식품의약품안전처,110g,마리웨일237,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0063,케이크_딸기생크림 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,261,,3.42,,,,23.08,,,,,,81,,,,,,,,,,6.84,,3,식품의약품안전처,117g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0064,케이크_딸기생크림 케이크 1호,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,245,,2.95,,,,18.51,,,,,,69,,,,,,,,,,8.13,,3,식품의약품안전처,713g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0065,케이크_딸기생크림 케이크 2호,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,240,,2.73,,,,19.31,,,,,,81,,,,,,,,,,7.79,,3,식품의약품안전처,989g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0066,케이크_딸기소보로컵 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,337,,2.41,,,,30.92,,,,,,82,,,,,,,,,,13.55,,3,식품의약품안전처,141g,마리웨일237,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D506-299000000-0001,콩비지찌개,D,음식,5,초등학교급식(재료량 기반 산출 함량),06,찌개 및 전골류,06299,콩비지찌개,0629900,해당없음,062990000,해당없음,00,해당없음,100ml,39,,3.02,1.06,,4.46,0.69,2.9,32,0.88,36,150,196,6,0,70,0.093,0.073,1.079,1.41,0.04,5.22,0.28,,3,식품의약품안전처,150ml,해당없음,3,산출,2022-11-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0030,케이크_뉴욕치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,257,,4.62,,,,20.77,,,,,,123,,,,,,,,,,6.92,,3,식품의약품안전처,130g,커피에반하다,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0031,케이크_뉴욕치즈 케이크 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,304,,4.9,,,,20.59,,,,,,196,,,,,,,,,,13.73,,3,식품의약품안전처,102g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0032,케이크_뉴욕치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,317,,4.76,,,,18.79,,,,,,190,,,,,,,,,,12.49,,3,식품의약품안전처,841g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0033,케이크_다크초코 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,375,,3.75,,,,22.5,,,,,,28,,,,,,,,,,15,,3,식품의약품안전처,80g,토프레소,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0034,케이크_다크초콜릿 롤 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,242,,4.55,,,,24.55,,,,,,75,,,,,,,,,,5.45,,3,식품의약품안전처,110g,커피에반하다,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0035,케이크_다크초콜릿 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,375,,3.75,15,,,22.5,,,,,,28,,,,,,,,,,,,3,식품의약품안전처,80g,드롭탑,2,수집,2022-06-23,2024-04-16,1471000,식품의약품안전처
D202-110000000-0036,케이크_다크포레누아 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,322,,5.22,7.57,,,18.09,,,,,,70,,,,,,,,,,,,3,식품의약품안전처,115g,드롭탑,2,수집,2022-06-23,2024-04-16,1471000,식품의약품안전처
D202-110000000-0037,케이크_다크피칸브라우니,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,470,,6,,,,38,,,,,,190,,,,,,,,,,14,,3,식품의약품안전처,50g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
D202-110000000-0038,케이크_달콤 부드러운 호박고구마 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,250,,3,,,,12,,,,,,55,,,,,,,,,,6,,3,식품의약품안전처,960g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0039,케이크_달토끼의 당근 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,324,,4.3,,,,25,,,,,,156,,,,,,,,,,7.9,,3,식품의약품안전처,100g,커피베이,2,수집,2022-07-08,2024-04-16,1471000,식품의약품안전처
D202-110000000-0040,케이크_당근 치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,317,,4.64,,,,23.84,,,,,,204,,,,,,,,,,4.64,,3,식품의약품안전처,151g,카페베네,2,수집,2022-07-05,2024-04-16,1471000,식품의약품안전처
D202-110000000-0041,케이크_당근 치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,372,,4.62,,,,32.31,,,,,,119,,,,,,,,,,10,,3,식품의약품안전처,130g,토프레소,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0042,케이크_당근 현무암 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,290,,3.81,,,,30.48,,,,,,294,,,,,,,,,,12.38,,3,식품의약품안전처,105g,스타벅스,2,수집,2022-06-24,2024-04-16,1471000,식품의약품안전처
D202-110000000-0043,케이크_당근 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,324,,4.2,,,,25,,,,,,156,,,,,,,,,,7.9,,3,식품의약품안전처,145g,롤링핀,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0044,케이크_더 진한 캐롯 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,338,,4.62,,,,13.85,,,,,,50,,,,,,,,,,3.85,,3,식품의약품안전처,130g,파스쿠찌,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0045,케이크_더 진한 캐롯 케이크 (홀),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,370,,3.97,,,,15.07,,,,,,160,,,,,,,,,,7.95,,3,식품의약품안전처,730g,파스쿠찌,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0046,케이크_더블베리숲 치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,378,,6.96,,,,23.48,,,,,,250,,,,,,,,,,14.78,,3,식품의약품안전처,921g,할리스,2,수집,2022-07-11,2024-04-16,1471000,식품의약품안전처
D202-110000000-0047,케이크_더블치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,311,,7.78,,,,20,,,,,,270,,,,,,,,,,11.11,,3,식품의약품안전처,90g,이디야,2,수집,2022-07-08,2024-04-16,1471000,식품의약품안전처
D202-110000000-0048,케이크_더블퍼지 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,445,,4.76,,,,35.71,,,,,,281,,,,,,,,,,10.24,,3,식품의약품안전처,42g,따삐오,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0011,케이크_고구마반생크림반 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,220,,3,12,,25,10,,,,,,80,,,,,,,,,40,6,0,3,식품의약품안전처,750g,파리바게뜨,2,수집,2023-10-31,2024-04-16,1471000,식품의약품안전처
D202-110000000-0012,케이크_고구마스틱 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,236,,4.44,,,,15.56,,,,,,111,,,,,,,,,,5.11,,3,식품의약품안전처,45g,커피마마,2,수집,2022-07-07,2024-04-16,1471000,식품의약품안전처
D202-110000000-0013,케이크_고구마 케이크 (조각),D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,267,,3.33,,,,22.22,,,,,,111,,,,,,,,,,6.67,,3,식품의약품안전처,90g,따삐오,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0014,케이크_고구마 케이크 1호,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,280,,3,,,,24,,,,,,124,,,,,,,,,,8,,3,식품의약품안전처,350g,따삐오,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0015,케이크_고구마 케이크 3호,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,263,,3,,,,21,,,,,,116,,,,,,,,,,7,,3,식품의약품안전처,900g,따삐오,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0016,케이크_곰곰이너만생각해 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,295,,4,,,,16,,,,,,85,,,,,,,,,,6,,3,식품의약품안전처,630g,파리바게뜨,2,수집,2022-10-30,2024-04-16,1471000,식품의약품안전처
D202-110000000-0017,케이크_귀여운 노랑치즈 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,398,,6,,,27.5,24.5,,,,,,130,,,,,,,,,,12.5,,3,식품의약품안전처,200g,엔제리너스,2,수집,2022-06-27,2024-04-16,1471000,식품의약품안전처
D202-110000000-0018,케이크_그뤼에르치즈무스 케이크,D,음식,2,외식(프랜차이즈 등 업체 제공 영양정,02,빵 및 과자류,02110,케이크,0211000,해당없음,021100000,해당없음,00,해당없음,100g,352,,4.69,,,,16.22,,,,,,125,,,,,,,,,,14.37,,3,식품의약품안전처,703g,투썸플레이스,2,수집,2022-07-12,2024-04-16,1471000,식품의약품안전처
